,kew_id,family,genus,species,infraspecies,taxon_name,authors,rank,taxonomic_status,accepted_kew_id,accepted_name,accepted_authors,parent_kew_id,parent_name,parent_authors,reviewed,publication,original_name_id,Accepted_Name,Accepted_ID,Accepted_Rank,Accepted_Species,Accepted_Species_ID
673342,242184-2,Loganiaceae,Spigelia,cascatensis,,Spigelia cascatensis,E.F.Guim. & Fontella,Species,Accepted,242184-2,Spigelia cascatensis,,60434592-2,Spigelia,L.,In review,Loefgrenia 34: 8 (1969),,Spigelia cascatensis,242184-2,Species,Spigelia cascatensis,242184-2
673343,242185-2,Loganiaceae,Spigelia,catarinensis,,Spigelia catarinensis,E.F.Guim. & Fontella,Species,Accepted,242185-2,Spigelia catarinensis,,60434592-2,Spigelia,L.,In review,Loefgrenia 30: 3 (1969),,Spigelia catarinensis,242185-2,Species,Spigelia catarinensis,242185-2
673345,319214-2,Loganiaceae,Spigelia,chiapensis,,Spigelia chiapensis,K.Gould,Species,Accepted,319214-2,Spigelia chiapensis,,60434592-2,Spigelia,L.,In review,Brittonia 51: 410 (1999),,Spigelia chiapensis,319214-2,Species,Spigelia chiapensis,319214-2
673346,77093116-1,Loganiaceae,Spigelia,chocoensis,,Spigelia chocoensis,Fern.Casas,Species,Accepted,77093116-1,Spigelia chocoensis,,60434592-2,Spigelia,L.,In review,Fontqueria 55: 531 (2008),,Spigelia chocoensis,77093116-1,Species,Spigelia chocoensis,77093116-1
673347,285434-2,Loganiaceae,Spigelia,cipoensis,,Spigelia cipoensis,Zappi,Species,Accepted,285434-2,Spigelia cipoensis,,60434592-2,Spigelia,L.,In review,Bol. Bot. (São Paulo) 11: 88 (1989),,Spigelia cipoensis,285434-2,Species,Spigelia cipoensis,285434-2
673348,319213-2,Loganiaceae,Spigelia,coelostylioides,,Spigelia coelostylioides,K.Gould,Species,Accepted,319213-2,Spigelia coelostylioides,,60434592-2,Spigelia,L.,In review,Brittonia 51: 407 (1999),,Spigelia coelostylioides,319213-2,Species,Spigelia coelostylioides,319213-2
673349,77093114-1,Loganiaceae,Spigelia,colimensis,,Spigelia colimensis,Fern.Casas,Species,Accepted,77093114-1,Spigelia colimensis,,60434592-2,Spigelia,L.,In review,Fontqueria 55: 521 (2008),,Spigelia colimensis,77093114-1,Species,Spigelia colimensis,77093114-1
673351,1004882-1,Loganiaceae,Spigelia,cremnophila,,Spigelia cremnophila,Zappi & E.Lucas,Species,Accepted,1004882-1,Spigelia cremnophila,,60434592-2,Spigelia,L.,In review,Kew Bull. 53: 981 (1998),,Spigelia cremnophila,1004882-1,Species,Spigelia cremnophila,1004882-1
673356,330742-2,Loganiaceae,Spigelia,faveolata,,Spigelia faveolata,Fern.Casas,Species,Accepted,330742-2,Spigelia faveolata,,60434592-2,Spigelia,L.,In review,Fontqueria 55: 123 (2004),,Spigelia faveolata,330742-2,Species,Spigelia faveolata,330742-2
673358,300211-2,Loganiaceae,Spigelia,flava,,Spigelia flava,Zappi & Harley,Species,Accepted,300211-2,Spigelia flava,,60434592-2,Spigelia,L.,In review,Kew Bull. 47: 329 (1992),,Spigelia flava,300211-2,Species,Spigelia flava,300211-2
673359,546932-1,Loganiaceae,Spigelia,flemmingiana,,Spigelia flemmingiana,Cham. & Schltdl.,Species,Accepted,546932-1,Spigelia flemmingiana,,60434592-2,Spigelia,L.,In review,Linnaea 1: 203 (1826),,Spigelia flemmingiana,546932-1,Species,Spigelia flemmingiana,546932-1
673364,77114017-1,Loganiaceae,Spigelia,genuflexa,,Spigelia genuflexa,Popovkin & Struwe,Species,Accepted,77114017-1,Spigelia genuflexa,,60434592-2,Spigelia,L.,In review,PhytoKeys 6: 49 (2011),,Spigelia genuflexa,77114017-1,Species,Spigelia genuflexa,77114017-1
673366,546936-1,Loganiaceae,Spigelia,glabrata,,Spigelia glabrata,Mart.,Species,Accepted,546936-1,Spigelia glabrata,,60434592-2,Spigelia,L.,In review,Nov. Gen. Sp. Pl. Bras. 2: 127 (1827),,Spigelia glabrata,546936-1,Species,Spigelia glabrata,546936-1
673367,546938-1,Loganiaceae,Spigelia,gracilis,,Spigelia gracilis,A.DC.,Species,Accepted,546938-1,Spigelia gracilis,,60434592-2,Spigelia,L.,In review,"A.P.de Candolle, Prodr. 9: 6 (1845)",,Spigelia gracilis,546938-1,Species,Spigelia gracilis,546938-1
673370,77151686-1,Loganiaceae,Spigelia,guerrerensis,,Spigelia guerrerensis,L.O.Alvarado & J.Jiménez Ram.,Species,Accepted,77151686-1,Spigelia guerrerensis,,60434592-2,Spigelia,L.,In review,Phytotaxa 238: 184 (2015),,Spigelia guerrerensis,77151686-1,Species,Spigelia guerrerensis,77151686-1
673371,546940-1,Loganiaceae,Spigelia,guianensis,,Spigelia guianensis,(Aubl.) Lemée,Species,Accepted,546940-1,Spigelia guianensis,,60434592-2,Spigelia,L.,In review,Fl. Guyane Franc. 3: 271 (1954),546732-1,Spigelia guianensis,546940-1,Species,Spigelia guianensis,546940-1
673372,546941-1,Loganiaceae,Spigelia,hamellioides,,Spigelia hamellioides,Kunth,Species,Accepted,546941-1,Spigelia hamellioides,,60434592-2,Spigelia,L.,In review,"F.W.H.von Humboldt, A.J.A.Bonpland & C.S.Kunth, Nov. Gen. Sp. 3: 185 (1819)",,Spigelia hamellioides,546941-1,Species,Spigelia hamellioides,546941-1
673377,324566-2,Loganiaceae,Spigelia,hatschbachii,,Spigelia hatschbachii,Fern.Casas,Species,Accepted,324566-2,Spigelia hatschbachii,,60434592-2,Spigelia,L.,In review,Fontqueria 55: 26 (2001),,Spigelia hatschbachii,324566-2,Species,Spigelia hatschbachii,324566-2
673378,546944-1,Loganiaceae,Spigelia,hedyotidea,,Spigelia hedyotidea,A.DC.,Species,Accepted,546944-1,Spigelia hedyotidea,,60434592-2,Spigelia,L.,In review,"A.P.de Candolle, Prodr. 9: 7 (1845)",,Spigelia hedyotidea,546944-1,Species,Spigelia hedyotidea,546944-1
673379,242200-2,Loganiaceae,Spigelia,heliotropioides,,Spigelia heliotropioides,(Pohl) E.F.Guim. & Fontella,Species,Accepted,242200-2,Spigelia heliotropioides,,60434592-2,Spigelia,L.,In review,Loefgrenia 29: 2 (1969),545995-1,Spigelia heliotropioides,242200-2,Species,Spigelia heliotropioides,242200-2
673380,242201-2,Loganiaceae,Spigelia,herzogiana,,Spigelia herzogiana,Kraenzl.,Species,Accepted,242201-2,Spigelia herzogiana,,60434592-2,Spigelia,L.,In review,Repert. Spec. Nov. Regni Veg. 13: 117 (1914),,Spigelia herzogiana,242201-2,Species,Spigelia herzogiana,242201-2
673381,77080992-1,Loganiaceae,Spigelia,hirtula,,Spigelia hirtula,Fern.Casas,Species,Accepted,77080992-1,Spigelia hirtula,,60434592-2,Spigelia,L.,In review,Fontqueria 55: 325 (2006),,Spigelia hirtula,77080992-1,Species,Spigelia hirtula,77080992-1
673382,546947-1,Loganiaceae,Spigelia,humboldtiana,,Spigelia humboldtiana,Cham. & Schltdl.,Species,Accepted,546947-1,Spigelia humboldtiana,,60434592-2,Spigelia,L.,In review,Linnaea 1: 200 (1826),,Spigelia humboldtiana,546947-1,Species,Spigelia humboldtiana,546947-1
673387,20002791-1,Loganiaceae,Spigelia,hurleyi,,Spigelia hurleyi,Fern.Casas,Species,Accepted,20002791-1,Spigelia hurleyi,,60434592-2,Spigelia,L.,In review,Fontqueria 55: 23 (2001),,Spigelia hurleyi,20002791-1,Species,Spigelia hurleyi,20002791-1
673388,324567-2,Loganiaceae,Spigelia,insignis,,Spigelia insignis,Progel,Species,Accepted,324567-2,Spigelia insignis,,60434592-2,Spigelia,L.,In review,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 6(1): 259 (1868)",,Spigelia insignis,324567-2,Species,Spigelia insignis,324567-2
673392,242207-2,Loganiaceae,Spigelia,kleinii,,Spigelia kleinii,L.B.Sm.,Species,Accepted,242207-2,Spigelia kleinii,,60434592-2,Spigelia,L.,In review,Wrightia 2: 96 (1960),,Spigelia kleinii,242207-2,Species,Spigelia kleinii,242207-2
673393,546954-1,Loganiaceae,Spigelia,kuhlmannii,,Spigelia kuhlmannii,E.F.Guim. & Fontella,Species,Accepted,546954-1,Spigelia kuhlmannii,,60434592-2,Spigelia,L.,In review,Ci. & Cult. 27: 1124 (1975),,Spigelia kuhlmannii,546954-1,Species,Spigelia kuhlmannii,546954-1
673395,546956-1,Loganiaceae,Spigelia,laurina,,Spigelia laurina,Cham. & Schltdl.,Species,Accepted,546956-1,Spigelia laurina,,60434592-2,Spigelia,L.,In review,Linnaea 1: 204 (1826),,Spigelia laurina,546956-1,Species,Spigelia laurina,546956-1
673397,20002813-1,Loganiaceae,Spigelia,leiocarpa,,Spigelia leiocarpa,Benth. ex Fern.Casas,Species,Accepted,20002813-1,Spigelia leiocarpa,,60434592-2,Spigelia,L.,In review,Fontqueria 55: 28 (2001),,Spigelia leiocarpa,20002813-1,Species,Spigelia leiocarpa,20002813-1
673398,546958-1,Loganiaceae,Spigelia,linarioides,,Spigelia linarioides,A.DC.,Species,Accepted,546958-1,Spigelia linarioides,,60434592-2,Spigelia,L.,In review,"A.P.de Candolle, Prodr. 9: 6 (1845)",,Spigelia linarioides,546958-1,Species,Spigelia linarioides,546958-1
673402,546961-1,Loganiaceae,Spigelia,longiflora,,Spigelia longiflora,M.Martens & Galeotti,Species,Accepted,546961-1,Spigelia longiflora,,60434592-2,Spigelia,L.,In review,Bull. Acad. Roy. Sci. Bruxelles 11(1): 376 (1844),,Spigelia longiflora,546961-1,Species,Spigelia longiflora,546961-1
673404,20007552-1,Loganiaceae,Spigelia,luciatlantica,,Spigelia luciatlantica,Fern.Casas,Species,Accepted,20007552-1,Spigelia luciatlantica,,60434592-2,Spigelia,L.,In review,Fontqueria 55: 63 (2002),,Spigelia luciatlantica,20007552-1,Species,Spigelia luciatlantica,20007552-1
673405,546964-1,Loganiaceae,Spigelia,lundiana,,Spigelia lundiana,A.DC.,Species,Accepted,546964-1,Spigelia lundiana,,60434592-2,Spigelia,L.,In review,"A.P.de Candolle, Prodr. 9: 3 (1845)",,Spigelia lundiana,546964-1,Species,Spigelia lundiana,546964-1
673406,546965-1,Loganiaceae,Spigelia,macrophylla,,Spigelia macrophylla,(Pohl) A.DC.,Species,Accepted,546965-1,Spigelia macrophylla,,60434592-2,Spigelia,L.,In review,"A.P.de Candolle, Prodr. 9: 8 (1845)",545996-1,Spigelia macrophylla,546965-1,Species,Spigelia macrophylla,546965-1
673409,546967-1,Loganiaceae,Spigelia,martiana,,Spigelia martiana,Cham.,Species,Accepted,546967-1,Spigelia martiana,,60434592-2,Spigelia,L.,In review,Linnaea 8: 15 (1833),,Spigelia martiana,546967-1,Species,Spigelia martiana,546967-1
673410,77093118-1,Loganiaceae,Spigelia,megapotamica,,Spigelia megapotamica,Fern.Casas,Species,Accepted,77093118-1,Spigelia megapotamica,,60434592-2,Spigelia,L.,In review,Fontqueria 55: 541 (2008),,Spigelia megapotamica,77093118-1,Species,Spigelia megapotamica,77093118-1
673411,546968-1,Loganiaceae,Spigelia,mexicana,,Spigelia mexicana,A.DC.,Species,Accepted,546968-1,Spigelia mexicana,,60434592-2,Spigelia,L.,In review,"A.P.de Candolle, Prodr. 9: 7 (1845)",,Spigelia mexicana,546968-1,Species,Spigelia mexicana,546968-1
673412,77174913-1,Loganiaceae,Spigelia,mocinoi,,Spigelia mocinoi,Islas-Hern. & L.O.Alvarado,Species,Accepted,77174913-1,Spigelia mocinoi,,60434592-2,Spigelia,L.,In review,Phytotaxa 331: 247 (2017),,Spigelia mocinoi,77174913-1,Species,Spigelia mocinoi,77174913-1
673420,242218-2,Loganiaceae,Spigelia,nicotianiflora,,Spigelia nicotianiflora,Chodat & Hassl.,Species,Accepted,242218-2,Spigelia nicotianiflora,,60434592-2,Spigelia,L.,In review,"Bull. Herb. Boissier, sér. 2, 3: 917 (1903)",,Spigelia nicotianiflora,242218-2,Species,Spigelia nicotianiflora,242218-2
673423,331049-2,Loganiaceae,Spigelia,novogranatensis,,Spigelia novogranatensis,Fern.Casas,Species,Accepted,331049-2,Spigelia novogranatensis,,60434592-2,Spigelia,L.,In review,Fontqueria 55: 101 (2003),,Spigelia novogranatensis,331049-2,Species,Spigelia novogranatensis,331049-2
673424,546974-1,Loganiaceae,Spigelia,olfersiana,,Spigelia olfersiana,Cham. & Schltdl.,Species,Accepted,546974-1,Spigelia olfersiana,,60434592-2,Spigelia,L.,In review,Linnaea 1: 206 (1826),,Spigelia olfersiana,546974-1,Species,Spigelia olfersiana,546974-1
673426,242221-2,Loganiaceae,Spigelia,palmeri,,Spigelia palmeri,Rose,Species,Accepted,242221-2,Spigelia palmeri,,60434592-2,Spigelia,L.,In review,Contr. U.S. Natl. Herb. 1: 342 (1895),,Spigelia palmeri,242221-2,Species,Spigelia palmeri,242221-2
673427,242222-2,Loganiaceae,Spigelia,paraguariensis,,Spigelia paraguariensis,Chodat,Species,Accepted,242222-2,Spigelia paraguariensis,,60434592-2,Spigelia,L.,In review,"Bull. Herb. Boissier, sér. 2, 1: 408 (1901)",,Spigelia paraguariensis,242222-2,Species,Spigelia paraguariensis,242222-2
673433,546982-1,Loganiaceae,Spigelia,pedunculata,,Spigelia pedunculata,Kunth,Species,Accepted,546982-1,Spigelia pedunculata,,60434592-2,Spigelia,L.,In review,"F.W.H.von Humboldt, A.J.A.Bonpland & C.S.Kunth, Nov. Gen. Sp. 3: 185 (1819)",,Spigelia pedunculata,546982-1,Species,Spigelia pedunculata,546982-1
673434,242225-2,Loganiaceae,Spigelia,persicarioides,,Spigelia persicarioides,Ewan,Species,Accepted,242225-2,Spigelia persicarioides,,60434592-2,Spigelia,L.,In review,Caldasia 4: 297 (1947),,Spigelia persicarioides,242225-2,Species,Spigelia persicarioides,242225-2
673436,20002804-1,Loganiaceae,Spigelia,petiolata,,Spigelia petiolata,H.Hurley ex Fern.Casas,Species,Accepted,20002804-1,Spigelia petiolata,,60434592-2,Spigelia,L.,In review,Fontqueria 55: 27 (2001),,Spigelia petiolata,20002804-1,Species,Spigelia petiolata,20002804-1
673439,546986-1,Loganiaceae,Spigelia,polystachya,,Spigelia polystachya,Klotzsch ex Prog.,Species,Accepted,546986-1,Spigelia polystachya,,60434592-2,Spigelia,L.,In review,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 6(1): 265 (1868)",,Spigelia polystachya,546986-1,Species,Spigelia polystachya,546986-1
673440,546987-1,Loganiaceae,Spigelia,pulchella,,Spigelia pulchella,Mart.,Species,Accepted,546987-1,Spigelia pulchella,,60434592-2,Spigelia,L.,In review,Nov. Gen. Sp. Pl. Bras. 2: 128 (1827),,Spigelia pulchella,546987-1,Species,Spigelia pulchella,546987-1
673442,546989-1,Loganiaceae,Spigelia,pusilla,,Spigelia pusilla,Mart.,Species,Accepted,546989-1,Spigelia pusilla,,60434592-2,Spigelia,L.,In review,Nov. Gen. Sp. Pl. Bras. 2: 130 (1827),,Spigelia pusilla,546989-1,Species,Spigelia pusilla,546989-1
673443,242228-2,Loganiaceae,Spigelia,pygmaea,,Spigelia pygmaea,D.N.Gibson,Species,Accepted,242228-2,Spigelia pygmaea,,60434592-2,Spigelia,L.,In review,"Fieldiana, Bot. 32: 5 (1968)",,Spigelia pygmaea,242228-2,Species,Spigelia pygmaea,242228-2
673446,77093115-1,Loganiaceae,Spigelia,queretarensis,,Spigelia queretarensis,Fern.Casas,Species,Accepted,77093115-1,Spigelia queretarensis,,60434592-2,Spigelia,L.,In review,Fontqueria 55: 528 (2008),,Spigelia queretarensis,77093115-1,Species,Spigelia queretarensis,77093115-1
673447,242230-2,Loganiaceae,Spigelia,ramosa,,Spigelia ramosa,L.B.Sm.,Species,Accepted,242230-2,Spigelia ramosa,,60434592-2,Spigelia,L.,In review,Wrightia 2: 95 (1960),,Spigelia ramosa,242230-2,Species,Spigelia ramosa,242230-2
673449,242232-2,Loganiaceae,Spigelia,reitzii,,Spigelia reitzii,L.B.Sm.,Species,Accepted,242232-2,Spigelia reitzii,,60434592-2,Spigelia,L.,In review,Wrightia 2: 96 (1960),,Spigelia reitzii,242232-2,Species,Spigelia reitzii,242232-2
673450,242233-2,Loganiaceae,Spigelia,riedeliana,,Spigelia riedeliana,(Progel) E.F.Guim. & Fontella,Species,Accepted,242233-2,Spigelia riedeliana,,60434592-2,Spigelia,L.,In review,Loefgrenia 34: 16 (1969),,Spigelia riedeliana,242233-2,Species,Spigelia riedeliana,242233-2
673452,242235-2,Loganiaceae,Spigelia,rojasiana,,Spigelia rojasiana,Kraenzl.,Species,Accepted,242235-2,Spigelia rojasiana,,60434592-2,Spigelia,L.,In review,Repert. Spec. Nov. Regni Veg. 14: 292 (1916),,Spigelia rojasiana,242235-2,Species,Spigelia rojasiana,242235-2
673453,77084193-1,Loganiaceae,Spigelia,rondoniensis,,Spigelia rondoniensis,Fern.Casas,Species,Accepted,77084193-1,Spigelia rondoniensis,,60434592-2,Spigelia,L.,In review,Fontqueria 55: 337 (2006),,Spigelia rondoniensis,77084193-1,Species,Spigelia rondoniensis,77084193-1
673458,547002-1,Loganiaceae,Spigelia,scabrella,,Spigelia scabrella,Benth.,Species,Accepted,547002-1,Spigelia scabrella,,60434592-2,Spigelia,L.,In review,Pl. Hartw.: 45 (1840),,Spigelia scabrella,547002-1,Species,Spigelia scabrella,547002-1
673459,547003-1,Loganiaceae,Spigelia,schlechtendaliana,,Spigelia schlechtendaliana,Mart.,Species,Accepted,547003-1,Spigelia schlechtendaliana,,60434592-2,Spigelia,L.,In review,Nov. Gen. Sp. Pl. Bras. 2: 129 (1827),,Spigelia schlechtendaliana,547003-1,Species,Spigelia schlechtendaliana,547003-1
673462,77106774-1,Loganiaceae,Spigelia,schultesii,,Spigelia schultesii,Fern.Casas,Species,Accepted,77106774-1,Spigelia schultesii,,60434592-2,Spigelia,L.,In review,Fontqueria 56: 73 (2010),,Spigelia schultesii,77106774-1,Species,Spigelia schultesii,77106774-1
673464,547007-1,Loganiaceae,Spigelia,sellowiana,,Spigelia sellowiana,Cham. & Schltdl.,Species,Accepted,547007-1,Spigelia sellowiana,,60434592-2,Spigelia,L.,In review,Linnaea 1: 205 (1826),,Spigelia sellowiana,547007-1,Species,Spigelia sellowiana,547007-1
673466,77080991-1,Loganiaceae,Spigelia,sordida,,Spigelia sordida,Fern.Casas,Species,Accepted,77080991-1,Spigelia sordida,,60434592-2,Spigelia,L.,In review,Fontqueria 55: 319 (2006),,Spigelia sordida,77080991-1,Species,Spigelia sordida,77080991-1
673467,547010-1,Loganiaceae,Spigelia,spartioides,,Spigelia spartioides,Cham.,Species,Accepted,547010-1,Spigelia spartioides,,60434592-2,Spigelia,L.,In review,Linnaea 8: 14 (1833),,Spigelia spartioides,547010-1,Species,Spigelia spartioides,547010-1
673469,547011-1,Loganiaceae,Spigelia,speciosa,,Spigelia speciosa,Kunth,Species,Accepted,547011-1,Spigelia speciosa,,60434592-2,Spigelia,L.,In review,"F.W.H.von Humboldt, A.J.A.Bonpland & C.S.Kunth, Nov. Gen. Sp. 3: 186 (1819)",,Spigelia speciosa,547011-1,Species,Spigelia speciosa,547011-1
673471,547015-1,Loganiaceae,Spigelia,splendens,,Spigelia splendens,Hook.,Species,Accepted,547015-1,Spigelia splendens,,60434592-2,Spigelia,L.,In review,Bot. Mag. 87: t. 5268 (1861),,Spigelia splendens,547015-1,Species,Spigelia splendens,547015-1
673472,77155583-1,Loganiaceae,Spigelia,spruceana,,Spigelia spruceana,Zappi,Species,Accepted,77155583-1,Spigelia spruceana,,60434592-2,Spigelia,L.,In review,Phytotaxa 265: 173 (2016),242212-2,Spigelia spruceana,77155583-1,Species,Spigelia spruceana,77155583-1
673473,77089479-1,Loganiaceae,Spigelia,stenocardia,,Spigelia stenocardia,(Standl.) Fern.Casas,Species,Accepted,77089479-1,Spigelia stenocardia,,60434592-2,Spigelia,L.,In review,Fontqueria 55: 447 (2008),,Spigelia stenocardia,77089479-1,Species,Spigelia stenocardia,77089479-1
673474,547016-1,Loganiaceae,Spigelia,stenophylla,,Spigelia stenophylla,Progel,Species,Accepted,547016-1,Spigelia stenophylla,,60434592-2,Spigelia,L.,In review,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 6(1): 260 (1868)",,Spigelia stenophylla,547016-1,Species,Spigelia stenophylla,547016-1
673476,242239-2,Loganiaceae,Spigelia,tetraptera,,Spigelia tetraptera,Taub. ex L.B.Sm.,Species,Accepted,242239-2,Spigelia tetraptera,,60434592-2,Spigelia,L.,In review,Wrightia 2: 99 (1963),,Spigelia tetraptera,242239-2,Species,Spigelia tetraptera,242239-2
673478,319215-2,Loganiaceae,Spigelia,trispicata,,Spigelia trispicata,H.Hurley ex K.Gould,Species,Accepted,319215-2,Spigelia trispicata,,60434592-2,Spigelia,L.,In review,Brittonia 51: 412 (1999),,Spigelia trispicata,319215-2,Species,Spigelia trispicata,319215-2
673480,242241-2,Loganiaceae,Spigelia,valenzuelae,,Spigelia valenzuelae,Chodat & Hassl.,Species,Accepted,242241-2,Spigelia valenzuelae,,60434592-2,Spigelia,L.,In review,"Bull. Herb. Boissier, sér. 2, 3: 917 (1903)",,Spigelia valenzuelae,242241-2,Species,Spigelia valenzuelae,242241-2
673481,242242-2,Loganiaceae,Spigelia,valenzuelae,major,Spigelia valenzuelae var. major,Chodat & Hassl.,Variety,Accepted,242242-2,Spigelia valenzuelae var. major,,242241-2,Spigelia valenzuelae,Chodat & Hassl.,In review,"Bull. Herb. Boissier, sér. 2, 3: 917 (1903)",,Spigelia valenzuelae var. major,242242-2,Variety,Spigelia valenzuelae,242241-2
673482,77227245-1,Loganiaceae,Spigelia,valenzuelae,valenzuelae,Spigelia valenzuelae var. valenzuelae,,Variety,Accepted,77227245-1,Spigelia valenzuelae var. valenzuelae,,242241-2,Spigelia valenzuelae,Chodat & Hassl.,In review,,,Spigelia valenzuelae var. valenzuelae,77227245-1,Variety,Spigelia valenzuelae,242241-2
673483,242243-2,Loganiaceae,Spigelia,vestita,,Spigelia vestita,L.B.Sm.,Species,Accepted,242243-2,Spigelia vestita,,60434592-2,Spigelia,L.,In review,Wrightia 2: 100 (1960),,Spigelia vestita,242243-2,Species,Spigelia vestita,242243-2
673484,77162351-1,Loganiaceae,Spigelia,xochiquetzalliana,,Spigelia xochiquetzalliana,"Islas-Hern., Lozada-Pérez & L.O.Alvarado",Species,Accepted,77162351-1,Spigelia xochiquetzalliana,,60434592-2,Spigelia,L.,In review,Phytotaxa 303(2): 119 (2017),,Spigelia xochiquetzalliana,77162351-1,Species,Spigelia xochiquetzalliana,77162351-1
673487,547024-1,Loganiaceae,Strychnos,aculeata,,Strychnos aculeata,Soler.,Species,Accepted,547024-1,Strychnos aculeata,,30010060-2,Strychnos,L.,In review,Bot. Jahrb. Syst. 17: 544 (1893),,Strychnos aculeata,547024-1,Species,Strychnos aculeata,547024-1
673489,547027-1,Loganiaceae,Strychnos,acuta,,Strychnos acuta,Progel,Species,Accepted,547027-1,Strychnos acuta,,30010060-2,Strychnos,L.,In review,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 6(1): 280 (1868)",,Strychnos acuta,547027-1,Species,Strychnos acuta,547027-1
673492,547030-1,Loganiaceae,Strychnos,aenea,,Strychnos aenea,A.W.Hill,Species,Accepted,547030-1,Strychnos aenea,,30010060-2,Strychnos,L.,In review,Bull. Misc. Inform. Kew 1917: 138 (1917),,Strychnos aenea,547030-1,Species,Strychnos aenea,547030-1
673493,547031-1,Loganiaceae,Strychnos,afzelii,,Strychnos afzelii,Gilg,Species,Accepted,547031-1,Strychnos afzelii,,30010060-2,Strychnos,L.,In review,Bot. Jahrb. Syst. 17: 572 (1893),,Strychnos afzelii,547031-1,Species,Strychnos afzelii,547031-1
673497,247277-2,Loganiaceae,Strychnos,alvimiana,,Strychnos alvimiana,Krukoff & Barneby,Species,Accepted,247277-2,Strychnos alvimiana,,30010060-2,Strychnos,L.,In review,Phytologia 27: 105 (1973),,Strychnos alvimiana,247277-2,Species,Strychnos alvimiana,247277-2
673498,247278-2,Loganiaceae,Strychnos,amazonica,,Strychnos amazonica,Krukoff,Species,Accepted,247278-2,Strychnos amazonica,,30010060-2,Strychnos,L.,In review,Brittonia 4: 284 (1942),,Strychnos amazonica,247278-2,Species,Strychnos amazonica,247278-2
673500,547038-1,Loganiaceae,Strychnos,angolensis,,Strychnos angolensis,Gilg,Species,Accepted,547038-1,Strychnos angolensis,,30010060-2,Strychnos,L.,In review,Bot. Jahrb. Syst. 17: 571 (1893),,Strychnos angolensis,547038-1,Species,Strychnos angolensis,547038-1
673501,547039-1,Loganiaceae,Strychnos,angustiflora,,Strychnos angustiflora,Benth.,Species,Accepted,547039-1,Strychnos angustiflora,,30010060-2,Strychnos,L.,In review,"J. Proc. Linn. Soc., Bot. 1: 102 (1856)",,Strychnos angustiflora,547039-1,Species,Strychnos angustiflora,547039-1
673502,247279-2,Loganiaceae,Strychnos,araguaensis,,Strychnos araguaensis,Krukoff & Barneby,Species,Accepted,247279-2,Strychnos araguaensis,,30010060-2,Strychnos,L.,In review,Mem. New York Bot. Gard. 20(1): 24 (1969),,Strychnos araguaensis,247279-2,Species,Strychnos araguaensis,247279-2
673505,247280-2,Loganiaceae,Strychnos,asperula,,Strychnos asperula,Sprague & Sandwith,Species,Accepted,247280-2,Strychnos asperula,,30010060-2,Strychnos,L.,In review,Bull. Misc. Inform. Kew 1927: 131 (1927),,Strychnos asperula,247280-2,Species,Strychnos asperula,247280-2
673506,547045-1,Loganiaceae,Strychnos,asterantha,,Strychnos asterantha,Leeuwenb.,Species,Accepted,547045-1,Strychnos asterantha,,30010060-2,Strychnos,L.,In review,Meded. Landbouwhoogeschool 69(1): 62 (1969),,Strychnos asterantha,547045-1,Species,Strychnos asterantha,547045-1
673508,247281-2,Loganiaceae,Strychnos,atlantica,,Strychnos atlantica,Krukoff & Barneby,Species,Accepted,247281-2,Strychnos atlantica,,30010060-2,Strychnos,L.,In review,Mem. New York Bot. Gard. 20(1): 61 (1969),,Strychnos atlantica,247281-2,Species,Strychnos atlantica,247281-2
673510,547050-1,Loganiaceae,Strychnos,axillaris,,Strychnos axillaris,Colebr.,Species,Accepted,547050-1,Strychnos axillaris,,30010060-2,Strychnos,L.,In review,Trans. Linn. Soc. London 12: 356 (1819),,Strychnos axillaris,547050-1,Species,Strychnos axillaris,547050-1
673512,247282-2,Loganiaceae,Strychnos,bahiensis,,Strychnos bahiensis,Krukoff & Barneby,Species,Accepted,247282-2,Strychnos bahiensis,,30010060-2,Strychnos,L.,In review,Mem. New York Bot. Gard. 20(1): 29 (1969),,Strychnos bahiensis,247282-2,Species,Strychnos bahiensis,247282-2
673517,247283-2,Loganiaceae,Strychnos,barnhartiana,,Strychnos barnhartiana,Krukoff,Species,Accepted,247283-2,Strychnos barnhartiana,,30010060-2,Strychnos,L.,In review,Brittonia 4: 268 (1942),,Strychnos barnhartiana,247283-2,Species,Strychnos barnhartiana,247283-2
673519,547059-1,Loganiaceae,Strychnos,barteri,,Strychnos barteri,Soler.,Species,Accepted,547059-1,Strychnos barteri,,30010060-2,Strychnos,L.,In review,Bot. Jahrb. Syst. 17: 556 (1893),,Strychnos barteri,547059-1,Species,Strychnos barteri,547059-1
673523,547063-1,Loganiaceae,Strychnos,benthamii,,Strychnos benthamii,C.B.Clarke,Species,Accepted,547063-1,Strychnos benthamii,,30010060-2,Strychnos,L.,In review,"J.D.Hooker, Fl. Brit. India 4: 87 (1883)",547337-1,Strychnos benthamii,547063-1,Species,Strychnos benthamii,547063-1
